strategy_name,symbol,market_cap_name,market_cap_bucket,sector,signal_date,entry_date,exit_date,entry_price,exit_price,target_price,stop_price,outcome,success,holding_trading_days,holding_calendar_days,return_pct,max_favorable_excursion_pct,max_adverse_excursion_pct,forward_5d_return_pct,forward_10d_return_pct,forward_20d_return_pct,forward_60d_return_pct,exit_was_ambiguous,latest_available_date
target_5_stop_5,ENGINERSIN,Midcap,Midcap,Realty,2026-04-27,2026-04-28,2026-05-12,258.1,245.2,271.01,245.2,STOP_LOSS,false,9,14,-5.0,3.45,-8.72,1.65,-6.78,-9.18,,false,2026-06-23
target_10_stop_5,NTPCGREEN,Largecap,Largecap,Power & Utilities,2026-04-27,2026-04-28,2026-04-29,118.0,112.1,129.8,112.1,STOP_LOSS,false,1,1,-5.0,1.57,-6.61,-8.31,-5.72,-11.58,,false,2026-06-23
target_5_stop_5,NTPCGREEN,Largecap,Largecap,Power & Utilities,2026-04-27,2026-04-28,2026-04-29,118.0,112.1,123.9,112.1,STOP_LOSS,false,1,1,-5.0,1.57,-6.61,-8.31,-5.72,-11.58,,false,2026-06-23
target_10_stop_5,POWERGRID,Largecap,Largecap,Power & Utilities,2026-04-27,2026-04-28,2026-05-12,322.8,306.66,355.08,306.66,STOP_LOSS,false,9,14,-5.0,0.34,-5.36,-2.12,-6.6,-7.02,,false,2026-06-23
target_5_stop_5,POWERGRID,Largecap,Largecap,Power & Utilities,2026-04-27,2026-04-28,2026-05-12,322.8,306.66,338.94,306.66,STOP_LOSS,false,9,14,-5.0,0.34,-5.36,-2.12,-6.6,-7.02,,false,2026-06-23
target_10_stop_5,SBCL,Smallcap,Smallcap,Metals & Mining,2026-04-27,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,SBCL,Smallcap,Smallcap,Metals & Mining,2026-04-27,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,COALINDIA,Largecap,Largecap,Metals & Mining,2026-04-29,2026-04-30,2026-05-07,484.45,460.23,532.9,460.23,STOP_LOSS,false,4,7,-5.0,1.4,-5.85,-5.79,-4.59,-2.45,,false,2026-06-25
target_5_stop_5,COALINDIA,Largecap,Largecap,Metals & Mining,2026-04-29,2026-04-30,2026-05-07,484.45,460.23,508.67,460.23,STOP_LOSS,false,4,7,-5.0,1.4,-5.85,-5.79,-4.59,-2.45,,false,2026-06-25
target_10_stop_5,GESHIP,Largecap,Largecap,Transportation,2026-04-29,2026-04-30,2026-05-14,1551.0,1473.45,1706.1,1473.45,STOP_LOSS,false,9,14,-5.0,4.38,-5.73,2.4,-1.1,-5.37,,false,2026-06-12
target_5_stop_5,GESHIP,Largecap,Largecap,Transportation,2026-04-29,2026-04-30,2026-05-14,1551.0,1473.45,1628.55,1473.45,STOP_LOSS,false,9,14,-5.0,4.38,-5.73,2.4,-1.1,-5.37,,false,2026-06-12
target_10_stop_5,MUTHOOTMF,Smallcap,Smallcap,Financials,2026-04-30,2026-05-04,2026-05-06,193.99,213.39,213.39,184.29,TARGET_HIT,true,2,2,10.0,11.86,-1.64,-2.78,,,,false,2026-05-14
target_5_stop_5,MUTHOOTMF,Smallcap,Smallcap,Financials,2026-04-30,2026-05-04,2026-05-04,193.99,203.69,203.69,184.29,TARGET_HIT,true,0,0,5.0,5.98,-1.64,-2.78,,,,false,2026-05-14
target_10_stop_5,SAILIFE,Largecap,Largecap,Healthcare,2026-04-30,2026-05-04,2026-05-15,1081.2,1027.14,1189.32,1027.14,STOP_LOSS,false,9,11,-5.0,5.38,-12.2,4.16,2.94,4.36,,false,2026-06-12
target_5_stop_5,SAILIFE,Largecap,Largecap,Healthcare,2026-04-30,2026-05-04,2026-05-11,1081.2,1135.26,1135.26,1027.14,TARGET_HIT,true,5,7,5.0,5.38,-2.12,4.16,2.94,4.36,,false,2026-06-12
target_10_stop_5,AETHER,Midcap,Midcap,Chemicals,2026-05-04,2026-05-05,2026-05-05,1256.0,1193.2,1381.6,1193.2,STOP_LOSS,false,0,0,-5.0,1.4,-5.64,-7.99,-12.75,-9.28,,false,2026-06-24
target_5_stop_5,AETHER,Midcap,Midcap,Chemicals,2026-05-04,2026-05-05,2026-05-05,1256.0,1193.2,1318.8,1193.2,STOP_LOSS,false,0,0,-5.0,1.4,-5.64,-7.99,-12.75,-9.28,,false,2026-06-24
target_10_stop_5,ASTERDM,Largecap,Largecap,Healthcare,2026-05-04,2026-05-05,2026-06-02,750.0,712.5,825.0,712.5,STOP_LOSS,false,19,28,-5.0,3.54,-5.16,-2.62,-0.15,-2.6,,false,2026-06-12
target_5_stop_5,ASTERDM,Largecap,Largecap,Healthcare,2026-05-04,2026-05-05,2026-06-02,750.0,712.5,787.5,712.5,STOP_LOSS,false,19,28,-5.0,3.54,-5.16,-2.62,-0.15,-2.6,,false,2026-06-12
target_10_stop_5,BAJAJ-AUTO,Largecap,Largecap,Auto,2026-05-04,2026-05-05,2026-06-23,10131.0,9999.0,11144.1,9624.45,EXIT_AT_END,false,34,49,-1.3,6.94,-2.26,2.63,0.73,1.26,,false,2026-06-23
target_5_stop_5,BAJAJ-AUTO,Largecap,Largecap,Auto,2026-05-04,2026-05-05,2026-05-07,10131.0,10637.55,10637.55,9624.45,TARGET_HIT,true,2,2,5.0,6.01,-1.14,2.63,0.73,1.26,,false,2026-06-23
target_10_stop_5,KMEW,Midcap,Midcap,Transportation,2026-05-04,2026-05-05,2026-05-07,2052.6,2257.86,2257.86,1949.97,TARGET_HIT,true,2,2,10.0,11.34,-0.8,-2.47,-2.07,-12.28,,false,2026-06-23
target_5_stop_5,KMEW,Midcap,Midcap,Transportation,2026-05-04,2026-05-05,2026-05-05,2052.6,2155.23,2155.23,1949.97,TARGET_HIT,true,0,0,5.0,9.83,-0.8,-2.47,-2.07,-12.28,,false,2026-06-23
target_10_stop_5,MASFIN,Midcap,Midcap,Financials,2026-05-04,2026-05-05,2026-05-12,347.25,329.89,381.98,329.89,STOP_LOSS,false,5,7,-5.0,1.37,-5.44,-4.54,-9.98,-11.65,,false,2026-06-22
target_5_stop_5,MASFIN,Midcap,Midcap,Financials,2026-05-04,2026-05-05,2026-05-12,347.25,329.89,364.61,329.89,STOP_LOSS,false,5,7,-5.0,1.37,-5.44,-4.54,-9.98,-11.65,,false,2026-06-22
target_10_stop_5,MUTHOOTMF,Smallcap,Smallcap,Financials,2026-05-04,2026-05-05,2026-05-11,205.5,195.23,226.05,195.23,STOP_LOSS,false,4,6,-5.0,6.08,-9.88,-7.44,,,,false,2026-05-14
target_5_stop_5,MUTHOOTMF,Smallcap,Smallcap,Financials,2026-05-04,2026-05-05,2026-05-06,205.5,215.78,215.78,195.23,TARGET_HIT,true,1,1,5.0,5.6,-2.68,-7.44,,,,false,2026-05-14
target_10_stop_5,PRIVISCL,Midcap,Midcap,Chemicals,2026-05-04,2026-05-05,2026-05-12,3362.7,3194.56,3698.97,3194.56,STOP_LOSS,false,5,7,-5.0,6.79,-5.58,-4.88,-8.23,-3.16,,false,2026-06-23
target_5_stop_5,PRIVISCL,Midcap,Midcap,Chemicals,2026-05-04,2026-05-05,2026-05-11,3362.7,3530.84,3530.84,3194.56,TARGET_HIT,true,4,6,5.0,6.79,-0.79,-4.88,-8.23,-3.16,,false,2026-06-23
target_10_stop_5,ADVENZYMES,Smallcap,Smallcap,Healthcare,2026-05-05,2026-05-06,2026-05-11,356.95,392.65,392.65,339.1,TARGET_HIT,true,3,5,10.0,17.38,-1.5,3.08,8.95,5.48,,false,2026-06-25
target_5_stop_5,ADVENZYMES,Smallcap,Smallcap,Healthcare,2026-05-05,2026-05-06,2026-05-11,356.95,374.8,374.8,339.1,TARGET_HIT,true,3,5,5.0,17.38,-1.5,3.08,8.95,5.48,,false,2026-06-25
target_10_stop_5,CREDITACC,Largecap,Largecap,Financials,2026-05-05,2026-05-06,2026-05-12,1489.7,1415.22,1638.67,1415.22,STOP_LOSS,false,4,6,-5.0,4.18,-7.03,-10.42,-13.14,-14.49,,false,2026-06-24
target_5_stop_5,CREDITACC,Largecap,Largecap,Financials,2026-05-05,2026-05-06,2026-05-12,1489.7,1415.22,1564.19,1415.22,STOP_LOSS,false,4,6,-5.0,4.18,-7.03,-10.42,-13.14,-14.49,,false,2026-06-24
target_10_stop_5,ABCAPITAL,Largecap,Largecap,Financials,2026-05-06,2026-05-07,2026-05-11,370.85,352.31,407.94,352.31,STOP_LOSS,false,2,4,-5.0,1.38,-5.26,-5.72,-5.78,-3.6,,false,2026-06-23
target_5_stop_5,ABCAPITAL,Largecap,Largecap,Financials,2026-05-06,2026-05-07,2026-05-11,370.85,352.31,389.39,352.31,STOP_LOSS,false,2,4,-5.0,1.38,-5.26,-5.72,-5.78,-3.6,,false,2026-06-23
target_10_stop_5,GLOBAL,Smallcap,Smallcap,Services,2026-05-06,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,GLOBAL,Smallcap,Smallcap,Services,2026-05-06,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,GRWRHITECH,Midcap,Midcap,Industrials,2026-05-06,2026-05-07,2026-05-19,5087.0,5595.7,5595.7,4832.65,TARGET_HIT,true,8,12,10.0,11.42,-4.26,7.03,8.6,15.84,,false,2026-06-23
target_5_stop_5,GRWRHITECH,Midcap,Midcap,Industrials,2026-05-06,2026-05-07,2026-05-07,5087.0,5341.35,5341.35,4832.65,TARGET_HIT,true,0,0,5.0,9.3,-2.5,7.03,8.6,15.84,,false,2026-06-23
target_10_stop_5,LUPIN,Largecap,Largecap,Healthcare,2026-05-06,2026-05-07,2026-05-11,2454.9,2332.16,2700.39,2332.16,STOP_LOSS,false,2,4,-5.0,1.59,-8.91,-8.01,-6.94,-7.63,,false,2026-06-23
target_5_stop_5,LUPIN,Largecap,Largecap,Healthcare,2026-05-06,2026-05-07,2026-05-11,2454.9,2332.16,2577.65,2332.16,STOP_LOSS,false,2,4,-5.0,1.59,-8.91,-8.01,-6.94,-7.63,,false,2026-06-23
target_10_stop_5,SJS,Midcap,Midcap,Auto,2026-05-06,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,SJS,Midcap,Midcap,Auto,2026-05-06,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,SUNPHARMA,Largecap,Largecap,Healthcare,2026-05-06,2026-05-07,2026-06-03,1850.2,1757.69,2035.22,1757.69,STOP_LOSS,false,18,27,-5.0,3.59,-5.05,0.7,2.22,-3.68,,false,2026-06-25
target_5_stop_5,SUNPHARMA,Largecap,Largecap,Healthcare,2026-05-06,2026-05-07,2026-06-03,1850.2,1757.69,1942.71,1757.69,STOP_LOSS,false,18,27,-5.0,3.59,-5.05,0.7,2.22,-3.68,,false,2026-06-25
target_10_stop_5,TFCILTD,Smallcap,Smallcap,Financials,2026-05-06,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,TFCILTD,Smallcap,Smallcap,Financials,2026-05-06,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,AEROENTER,Smallcap,Smallcap,Metals & Mining,2026-05-07,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,AEROENTER,Smallcap,Smallcap,Metals & Mining,2026-05-07,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,ANURAS,Midcap,Midcap,Chemicals,2026-05-07,2026-05-08,2026-05-29,1370.0,1301.5,1507.0,1301.5,STOP_LOSS,false,14,21,-5.0,1.9,-7.66,0.44,-0.28,-4.96,,false,2026-06-12
target_5_stop_5,ANURAS,Midcap,Midcap,Chemicals,2026-05-07,2026-05-08,2026-05-29,1370.0,1301.5,1438.5,1301.5,STOP_LOSS,false,14,21,-5.0,1.9,-7.66,0.44,-0.28,-4.96,,false,2026-06-12
target_10_stop_5,ARMANFIN,Smallcap,Smallcap,Financials,2026-05-07,2026-05-08,2026-05-20,1759.9,1671.91,1935.89,1671.91,STOP_LOSS,false,8,12,-5.0,8.34,-7.95,1.55,-3.07,-11.65,,false,2026-06-22
target_5_stop_5,ARMANFIN,Smallcap,Smallcap,Financials,2026-05-07,2026-05-08,2026-05-11,1759.9,1847.9,1847.9,1671.91,TARGET_HIT,true,1,3,5.0,7.9,-2.32,1.55,-3.07,-11.65,,false,2026-06-22
target_10_stop_5,LINDEINDIA,Largecap,Largecap,Chemicals,2026-05-07,2026-05-08,2026-05-12,7859.5,7466.53,8645.45,7466.53,STOP_LOSS,false,2,4,-5.0,1.85,-5.84,-6.46,-8.11,-12.6,,false,2026-06-23
target_5_stop_5,LINDEINDIA,Largecap,Largecap,Chemicals,2026-05-07,2026-05-08,2026-05-12,7859.5,7466.53,8252.48,7466.53,STOP_LOSS,false,2,4,-5.0,1.85,-5.84,-6.46,-8.11,-12.6,,false,2026-06-23
target_10_stop_5,NORTHARC,Smallcap,Smallcap,Financials,2026-05-07,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,NORTHARC,Smallcap,Smallcap,Financials,2026-05-07,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,YATHARTH,Midcap,Midcap,Healthcare,2026-05-07,2026-05-08,2026-06-02,825.0,783.75,907.5,783.75,STOP_LOSS,false,16,25,-5.0,7.87,-5.9,-1.14,4.5,-0.97,,false,2026-06-23
target_5_stop_5,YATHARTH,Midcap,Midcap,Healthcare,2026-05-07,2026-05-08,2026-05-08,825.0,866.25,866.25,783.75,TARGET_HIT,true,0,0,5.0,5.08,0.0,-1.14,4.5,-0.97,,false,2026-06-23
target_10_stop_5,ADVENZYMES,Smallcap,Smallcap,Healthcare,2026-05-08,2026-05-11,2026-05-11,378.0,415.8,415.8,359.1,TARGET_HIT,true,0,0,10.0,10.85,-0.83,-3.77,-0.3,-1.55,,false,2026-06-25
target_5_stop_5,ADVENZYMES,Smallcap,Smallcap,Healthcare,2026-05-08,2026-05-11,2026-05-11,378.0,396.9,396.9,359.1,TARGET_HIT,true,0,0,5.0,10.85,-0.83,-3.77,-0.3,-1.55,,false,2026-06-25
target_10_stop_5,MAYURUNIQ,Smallcap,Smallcap,Consumer Discretionary,2026-05-08,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,MAYURUNIQ,Smallcap,Smallcap,Consumer Discretionary,2026-05-08,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,METROPOLIS,Midcap,Midcap,Healthcare,2026-05-08,2026-05-11,2026-05-12,549.0,521.55,603.9,521.55,STOP_LOSS,false,1,1,-5.0,3.62,-6.19,-7.58,-4.46,-2.45,,false,2026-06-23
target_5_stop_5,METROPOLIS,Midcap,Midcap,Healthcare,2026-05-08,2026-05-11,2026-05-12,549.0,521.55,576.45,521.55,STOP_LOSS,false,1,1,-5.0,3.62,-6.19,-7.58,-4.46,-2.45,,false,2026-06-23
target_10_stop_5,SOFTTECH,Smallcap,Smallcap,I.T,2026-05-08,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,SOFTTECH,Smallcap,Smallcap,I.T,2026-05-08,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,YATHARTH,Midcap,Midcap,Healthcare,2026-05-08,2026-05-11,2026-05-12,867.35,823.98,954.09,823.98,STOP_LOSS,false,1,1,-5.0,2.36,-7.29,-6.79,-5.4,-3.26,,false,2026-06-23
target_5_stop_5,YATHARTH,Midcap,Midcap,Healthcare,2026-05-08,2026-05-11,2026-05-12,867.35,823.98,910.72,823.98,STOP_LOSS,false,1,1,-5.0,2.36,-7.29,-6.79,-5.4,-3.26,,false,2026-06-23
target_10_stop_5,ADVENZYMES,Smallcap,Smallcap,Healthcare,2026-05-11,2026-05-12,2026-05-12,390.85,371.31,429.94,371.31,STOP_LOSS,false,0,0,-5.0,0.0,-6.09,-1.16,-3.59,-5.0,,false,2026-06-25
target_5_stop_5,ADVENZYMES,Smallcap,Smallcap,Healthcare,2026-05-11,2026-05-12,2026-05-12,390.85,371.31,410.39,371.31,STOP_LOSS,false,0,0,-5.0,0.0,-6.09,-1.16,-3.59,-5.0,,false,2026-06-25
target_10_stop_5,ARMANFIN,Smallcap,Smallcap,Financials,2026-05-11,2026-05-12,2026-05-12,1870.0,1776.5,2057.0,1776.5,STOP_LOSS,false,0,0,-5.0,1.96,-6.07,-10.05,-6.37,-14.25,,false,2026-06-22
target_5_stop_5,ARMANFIN,Smallcap,Smallcap,Financials,2026-05-11,2026-05-12,2026-05-12,1870.0,1776.5,1963.5,1776.5,STOP_LOSS,false,0,0,-5.0,1.96,-6.07,-10.05,-6.37,-14.25,,false,2026-06-22
target_10_stop_5,NORTHARC,Smallcap,Smallcap,Financials,2026-05-11,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,NORTHARC,Smallcap,Smallcap,Financials,2026-05-11,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,TORNTPHARM,Largecap,Largecap,Healthcare,2026-05-11,2026-05-12,2026-05-13,4509.5,4284.02,4960.45,4284.02,STOP_LOSS,false,1,1,-5.0,0.0,-5.44,-1.1,-1.27,-1.02,,false,2026-06-23
target_5_stop_5,TORNTPHARM,Largecap,Largecap,Healthcare,2026-05-11,2026-05-12,2026-05-13,4509.5,4284.02,4734.98,4284.02,STOP_LOSS,false,1,1,-5.0,0.0,-5.44,-1.1,-1.27,-1.02,,false,2026-06-23
target_10_stop_5,OIL,Largecap,Largecap,Energy,2026-05-14,2026-05-15,2026-05-25,524.0,497.8,576.4,497.8,STOP_LOSS,false,6,10,-5.0,0.19,-8.21,-4.63,-7.87,-20.38,,false,2026-06-23
target_5_stop_5,OIL,Largecap,Largecap,Energy,2026-05-14,2026-05-15,2026-05-25,524.0,497.8,550.2,497.8,STOP_LOSS,false,6,10,-5.0,0.19,-8.21,-4.63,-7.87,-20.38,,false,2026-06-23
target_10_stop_5,SHAILY,Midcap,Midcap,Plastic products,2026-05-14,2026-05-15,2026-05-15,2828.8,2687.36,3111.68,2687.36,STOP_LOSS,false,0,0,-5.0,0.04,-5.99,-4.72,11.17,4.22,,false,2026-06-23
target_5_stop_5,SHAILY,Midcap,Midcap,Plastic products,2026-05-14,2026-05-15,2026-05-15,2828.8,2687.36,2970.24,2687.36,STOP_LOSS,false,0,0,-5.0,0.04,-5.99,-4.72,11.17,4.22,,false,2026-06-23
target_10_stop_5,BIOCON,Largecap,Largecap,Healthcare,2026-05-15,2026-05-18,2026-06-04,428.45,407.03,471.3,407.03,STOP_LOSS,false,12,17,-5.0,2.79,-5.23,0.37,-2.72,-2.8,,false,2026-06-24
target_5_stop_5,BIOCON,Largecap,Largecap,Healthcare,2026-05-15,2026-05-18,2026-06-04,428.45,407.03,449.87,407.03,STOP_LOSS,false,12,17,-5.0,2.79,-5.23,0.37,-2.72,-2.8,,false,2026-06-24
target_10_stop_5,IPCALAB,Largecap,Largecap,Healthcare,2026-05-15,2026-05-18,2026-05-29,1585.0,1505.75,1743.5,1505.75,STOP_LOSS,false,8,11,-5.0,5.89,-6.44,-0.88,-4.88,-2.2,,false,2026-06-23
target_5_stop_5,IPCALAB,Largecap,Largecap,Healthcare,2026-05-15,2026-05-18,2026-05-20,1585.0,1664.25,1664.25,1505.75,TARGET_HIT,true,2,2,5.0,5.89,0.0,-0.88,-4.88,-2.2,,false,2026-06-23
target_10_stop_5,GLAND,Largecap,Largecap,Healthcare,2026-05-18,2026-05-19,2026-05-21,2148.0,2362.8,2362.8,2040.6,TARGET_HIT,true,2,2,10.0,10.34,-0.44,7.44,3.92,,,false,2026-06-12
target_5_stop_5,GLAND,Largecap,Largecap,Healthcare,2026-05-18,2026-05-19,2026-05-19,2148.0,2255.4,2255.4,2040.6,TARGET_HIT,true,0,0,5.0,5.86,-0.44,7.44,3.92,,,false,2026-06-12
target_10_stop_5,SOLARINDS,Largecap,Largecap,Aerospace & Defence,2026-05-18,2026-05-19,2026-06-11,18100.0,17195.0,19910.0,17195.0,STOP_LOSS,false,16,23,-5.0,4.28,-5.73,2.09,2.64,-3.55,,false,2026-06-23
target_5_stop_5,SOLARINDS,Largecap,Largecap,Aerospace & Defence,2026-05-18,2026-05-19,2026-06-11,18100.0,17195.0,19005.0,17195.0,STOP_LOSS,false,16,23,-5.0,4.28,-5.73,2.09,2.64,-3.55,,false,2026-06-23
target_10_stop_5,APOLLO,Midcap,Midcap,Aerospace & Defence,2026-05-19,2026-05-20,2026-05-21,340.75,374.83,374.83,323.71,TARGET_HIT,true,1,1,10.0,10.84,0.0,22.63,23.02,25.19,,false,2026-06-23
target_5_stop_5,APOLLO,Midcap,Midcap,Aerospace & Defence,2026-05-19,2026-05-20,2026-05-20,340.75,357.79,357.79,323.71,TARGET_HIT,true,0,0,5.0,8.41,0.0,22.63,23.02,25.19,,false,2026-06-23
target_10_stop_5,OFSS,Largecap,Largecap,I.T,2026-05-19,2026-05-20,2026-06-11,9640.0,9158.0,10604.0,9158.0,STOP_LOSS,false,15,22,-5.0,9.8,-6.12,6.84,4.75,-2.49,,false,2026-06-24
target_5_stop_5,OFSS,Largecap,Largecap,I.T,2026-05-19,2026-05-20,2026-05-27,9640.0,10122.0,10122.0,9158.0,TARGET_HIT,true,5,7,5.0,7.68,-1.92,6.84,4.75,-2.49,,false,2026-06-24
target_10_stop_5,APOLLO,Midcap,Midcap,Aerospace & Defence,2026-05-20,2026-05-21,2026-05-25,362.5,398.75,398.75,344.38,TARGET_HIT,true,2,4,10.0,15.81,-4.11,12.83,16.23,19.49,,false,2026-06-23
target_5_stop_5,APOLLO,Midcap,Midcap,Aerospace & Defence,2026-05-20,2026-05-21,2026-05-25,362.5,380.63,380.63,344.38,TARGET_HIT,true,2,4,5.0,15.81,-4.11,12.83,16.23,19.49,,false,2026-06-23
